fish_ID,waterbody,TL_mm,phenotype,sex,genotype,d18O,Sr,lifeyear,s_index
BH-00356,Tributary,815,FW_resident,f,"",-6.21163202052621,0.837020202020202,3,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-6.21217837356128,0.760010101010101,3,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-6.22015970874461,0.73810101010101,3,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-6.1140421537409,0.994191919191919,3,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-6.17624023376379,0.95130303030303,3,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-5.86879834785649,0.913959595959596,4,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-5.34065338868432,0.967787878787879,4,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-5.38119958044478,0.938717171717172,4,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-5.54467628345052,0.947040404040404,4,0.134725057780602
BH-00356,Tributary,815,FW_resident,f,"",-5.63691452303576,0.951555555555556,4,0.134725057780602
